Area [-],Diameter [-],Perimeter [-],Area [mym^2],Diameter [mym],Equivalent Perimeter [mym],Perimeter [mym],Feret_max [mym],Volume [mym^3] ,Irregularity [-],Diameter Ratio [-]
5140.5,80.90171740890983,254.1602410746286,26125.66267008,182.38483172664635,572.9788474786427,717.8765870580673,213.79039763183596,3176616.393219778,0.7981578697625025,0.8531011389984293
18223.5,152.32491865575125,478.54284540757095,92617.64685695995,343.4012966175256,1078.826990686828,1209.390761084175,375.6726298339844,21203346.680229437,0.8920417001695123,0.9140971935306548
3542.5,67.15989195363788,210.98902317743304,18004.116332799997,151.40526042028122,475.653653851205,526.1312490373612,180.352,1817278.614669748,0.9040589296330284,0.8394986494204735
2004.0,50.51308788471822,158.69154580876634,10184.96799744,113.87670532730874,357.7542208712828,504.1342580387116,162.5916685180664,773220.399608363,0.7096407656624906,0.7003846283467798
18675.5,154.2024160566284,484.4411774493005,94914.85520767998,347.63392675806307,1092.1241904417031,1228.519979086876,378.6698163818359,21997082.549012523,0.8889755226068429,0.9180397056192154
6365.5,90.02669782909777,282.8272125268417,32351.503886079998,202.956187585918,637.605667920512,685.9945570535659,209.56687197265623,4377291.927593204,0.9294617010652526,0.9684554895317576
1185.0,38.8431314457417,122.0292963923648,6022.548441599998,87.56795553128008,275.1028457869472,345.3649680252076,122.77808767700196,351588.16941267246,0.7965568927270816,0.7132213670052362
1228.0,39.54160038408638,124.22360127782912,6241.088174080001,89.14258390588434,280.04968672073795,315.3505440216064,94.89559100952148,370897.81748129934,0.8880583592763683,0.9393754015077485
5557.0,84.11535026434413,264.2561664445958,28242.44868352,189.6296456359374,595.7391016326967,837.1995720558166,206.3927004394531,3570403.6904980293,0.7115855305202885,0.9187807768015842
6636.5,91.92308871352674,288.78490019769845,33728.81243264,207.23141119577468,651.0366790056913,917.2250770715714,282.4132383544922,4659779.598915718,0.7097894456661162,0.7337878790782911
7212.0,95.8259025349096,301.0459514272835,36653.687224320005,216.0299146747002,678.677992897668,732.0827240486145,221.71309868164064,5278861.949055332,0.9270509610504071,0.9743669452065123
9362.0,109.17906675645564,342.9961540478706,47580.67384832,246.1332880957536,773.2505296855195,938.5812080612184,267.9985078857422,7807458.46939909,0.8238504276926507,0.918412904749042
17596.5,149.6815274138138,470.23838690133664,89431.03261824002,337.44203540170184,1060.105419430373,1669.8514671300888,424.99499130859374,20118526.449849933,0.6348501290670702,0.7939906170721934
15773.5,141.71606810407943,445.2141584514068,80165.96442496,319.4847039338367,1003.6907988128517,1549.4733411111831,383.2288739257812,17074532.93991922,0.6477625475589459,0.8336655342825509
14335.0,135.0995517156832,424.42775917326463,72855.0480256,304.5684293878362,956.829940280208,1311.6398360954283,340.5643814453125,14792898.366754914,0.7294913694666052,0.8943050007029097
11212.5,119.4830465,375.367061,56985.50582,269.36258,846.2275024,1085.144695,300.2733797,10233175.25,0.779829184125567,0.8970578082710452
8403.0,103.4361247,324.9541695,42706.72958,233.1863995,732.5766797,799.2615661,245.7296,6639085.672,0.9165668793430874,0.9489552726500995
1544.0,44.33826628,139.2927716,7847.101092,99.95618751,314.0216244,382.529386,105.8608256,522910.8721,0.8209084994198899,0.9442226332238697
1135.5,38.02319691,119.4533961,5770.973633,85.71949511,269.2957361,528.772443,189.6847674,329789.9641,0.5092847397886447,0.45190500155730084
1309.5,40.83267299,128.2796255,6655.297202,92.053178,289.1935877,381.529219,152.4152383,408427.5053,0.7579854263036508,0.6039630883754956
2531.5,56.77328516,178.3585356,12865.89146,127.9896941,402.0914826,461.593601,162.682655,1097801.008,0.8710941436528878,0.7867445613225695
1718.5,46.77672667,146.9534209,8733.96582,105.4534526,331.291792,409.808765,120.6869301,614017.9004,0.8084058231508624,0.8737769079456813
2536.0,56.82372291,178.5169904,12888.7619,128.1034009,402.4487033,482.363846,156.2707418,1100729.489,0.8343260102486972,0.8197529460213745
7296.5,96.38564384,302.8044306,37083.14321,217.2917955,682.6423083,833.5582111,228.7800799,5371908.513,0.8189497738144667,0.9497845949799691
